screen_time_hours,work_hours,sleep_hours,break_frequency,typing_speed_wpm,backspace_rate,pause_frequency,app_switch_rate,usage_type,focus_session_count,hydration_level,physical_activity,sleep_quality,stress_level,work_life_balance,anxiety_level,motivation_level,peak_activity_hour,late_night_activity,social_screen_time,work_screen_time,detox_days_per_week,screen_free_hours,weekend_screen_increase,weekend_work_decrease,cognitive_load_score,burnout_level,work_intensity,screen_efficiency,sleep_deficit,sleep_quality_ratio,sleep_debt,typing_efficiency,cognitive_strain,focus_productivity,digital_balance,work_life_ratio,wellness_score,mental_health_index,stress_burnout_risk,night_owl_score,early_bird_score,social_work_ratio
7.66,6.93,8.57,5,68.3,3.22,5.21,16.17,2,7,2,56.1,8.5,4.9,10.0,4.7,8.0,21,1.7,2.34,5.32,1,2.6,-0.8,4.2,18.1,0,1.155,0.6855670103092784,0.0,0.85,-0.0,16.184834123222746,13.64,27.845078625509604,0.45999999999999996,0.4780958951362539,5.058333333333334,7.766666666666667,9.27,0.425,0.0,0.4317343173431734
6.97,6.36,7.79,5,74.2,4.36,7.81,11.0,0,7,2,20.0,6.7,3.7,9.2,2.5,8.4,14,0.4,1.18,5.8,3,4.2,1.5,1.1,21.4,0,1.06,0.8203677510608204,0.20999999999999996,0.67,0.06299999999999996,13.843283582089551,19.979999999999997,43.28333333333333,1.02,0.40058786479109804,3.4555555555555553,8.366666666666667,11.839999999999998,0.1,0.0,0.2
6.53,4.82,8.84,3,62.4,8.43,2.31,6.81,1,5,4,86.7,10.0,2.5,10.0,1.0,8.3,9,0.1,1.55,4.98,3,3.6,1.6,0.0,18.5,0,1.205,0.7511312217194571,0.0,1.0,-0.0,6.617179215270413,13.05,39.94878361075544,0.96,0.35144002916514766,7.075,9.1,7.775,0.025,10.0,0.3051181102362205
9.0,4.85,7.37,4,51.7,1.73,4.66,9.14,1,5,3,50.3,8.6,4.1,10.0,3.0,6.6,9,1.8,1.07,7.93,3,5.3,1.7,0.2,21.6,0,0.97,0.8714285714285714,0.6299999999999999,0.86,-1.0079999999999996,18.937728937728938,11.05,25.4930966469428,1.1300000000000001,0.3071240105540897,5.263888888888888,7.866666666666667,7.575,0.45,8.6,0.13325031133250312
6.73,5.89,7.45,5,61.1,0.0,4.16,9.72,0,7,3,47.4,8.2,3.4,10.0,5.2,10.0,20,1.3,2.68,4.05,1,4.5,1.3,2.1,19.6,0,0.9816666666666666,0.5929721815519765,0.5499999999999998,0.82,-0.6599999999999994,61.1,8.32,39.89738805970149,0.65,0.37373096446700504,5.05,8.266666666666667,5.86,0.325,0.0,0.6457831325301207
5.22,6.37,8.61,7,77.1,0.0,0.0,10.61,1,6,2,74.0,7.5,2.4,10.0,1.0,8.9,15,0.3,1.15,4.07,2,2.4,0.6,3.2,3.4,0,0.79625,0.7650375939849625,0.0,0.75,-0.0,77.1,0.0,39.84496124031008,0.64,0.44996468095125974,5.222222222222222,9.299999999999999,1.2,0.075,0.0,0.27577937649880097
5.07,7.73,7.67,5,79.1,7.33,5.25,12.02,0,6,4,76.2,7.2,2.3,10.0,2.9,8.2,9,0.1,1.29,3.78,3,4.0,1.3,4.1,14.4,0,1.2883333333333333,0.7311411992263056,0.33000000000000007,0.72,-0.06600000000000007,9.495798319327731,17.83,36.45161290322581,1.0,0.5132802124833998,5.8500000000000005,8.433333333333332,10.065,0.025,7.2,0.33247422680412375
5.68,5.13,9.39,8,72.1,0.0,2.27,15.14,1,6,2,52.5,9.1,1.4,10.0,1.9,9.0,20,0.6,1.27,4.41,3,2.5,-1.4,1.7,11.1,0,0.57,0.762975778546713,0.0,0.9099999999999999,-0.0,72.1,4.54,26.802973977695164,0.85,0.37349836184929014,5.158333333333333,9.033333333333333,2.9699999999999998,0.15,0.0,0.28159645232815966
6.49,5.06,9.3,5,92.2,1.46,3.49,9.23,0,7,3,43.9,6.9,2.8,10.0,3.2,7.9,10,1.5,1.95,4.54,1,5.9,0.3,0.0,6.0,0,0.8433333333333333,0.6889226100151745,0.0,0.6900000000000001,0.0,37.47967479674797,8.440000000000001,63.08895405669599,0.79,0.36224794177305814,4.519444444444445,8.233333333333333,5.620000000000001,0.375,0.0,0.4202586206896552
6.51,4.13,7.38,4,69.5,6.69,4.34,18.47,2,7,4,62.3,6.6,4.3,10.0,2.1,8.2,14,0.4,1.47,5.04,1,2.7,-0.6,0.8,20.9,0,0.826,0.7624810892586991,0.6200000000000001,0.6599999999999999,0.24800000000000028,9.037711313394018,15.370000000000001,24.987159732922446,0.47000000000000003,0.2650550861054658,5.263888888888888,8.700000000000001,9.835,0.1,0.0,0.2859922178988327
6.08,6.37,7.89,4,81.7,3.7,2.71,2.06,0,5,3,55.1,7.8,2.8,10.0,2.0,8.9,20,0.6,1.56,4.52,3,5.7,0.3,2.0,9.0,0,1.274,0.7313915857605178,0.11000000000000032,0.78,-0.08800000000000023,17.382978723404257,9.120000000000001,133.49673202614377,1.17,0.4193088315962699,5.1305555555555555,8.966666666666667,5.960000000000001,0.15,0.0,0.3376623376623377
6.72,7.92,8.72,4,78.7,0.73,7.76,4.78,0,7,3,98.1,6.7,2.3,10.0,1.1,7.1,14,0.6,1.91,4.81,3,3.7,-0.7,5.1,19.3,0,1.584,0.7052785923753666,0.0,0.67,0.0,45.49132947976879,16.25,95.3114186851211,0.97,0.5804323928178821,5.958333333333333,8.666666666666666,9.275,0.15,0.0,0.38900203665987787
8.27,5.06,8.57,3,58.4,2.7,7.23,8.51,2,5,4,49.0,8.6,3.9,10.0,3.3,10.0,20,1.0,2.74,5.52,2,3.7,1.4,2.0,17.7,0,1.265,0.6594982078853047,0.0,0.86,-0.0,15.783783783783782,17.16,30.704521556256573,0.77,0.34625912408759124,5.561111111111111,8.9,10.53,0.25,0.0,0.4875444839857652
6.12,4.3,7.2,4,55.1,4.95,0.83,6.77,2,5,4,77.5,6.0,2.7,10.0,1.5,6.8,20,1.1,2.17,3.95,1,4.2,2.0,0.0,16.4,0,0.86,0.6350482315112541,0.7999999999999998,0.6,0.7999999999999998,9.260504201680671,6.609999999999999,35.45688545688546,0.62,0.27727028479312193,5.486111111111111,8.433333333333334,4.654999999999999,0.275,0.0,0.5358024691358024
7.46,4.3,8.36,4,39.7,2.1,1.45,5.3,1,6,3,52.6,6.5,4.6,10.0,2.0,7.4,15,1.1,2.88,4.58,1,3.8,0.6,0.6,23.8,0,0.86,0.6058201058201058,0.0,0.65,0.0,12.806451612903226,5.0,37.80952380952381,0.58,0.2912621359223301,4.627777777777777,8.466666666666667,4.8,0.275,0.0,0.6153846153846154
7.37,4.73,7.66,4,71.7,8.65,2.25,8.72,2,6,3,43.9,7.2,2.9,10.0,1.3,9.6,14,1.6,2.61,4.77,1,3.5,-0.4,2.1,24.1,0,0.9460000000000001,0.6385542168674698,0.33999999999999986,0.72,-0.06800000000000003,7.430051813471502,13.15,44.25925925925926,0.55,0.3030432461292045,4.6194444444444445,9.433333333333332,8.025,0.4,0.0,0.5359342915811088
8.84,4.84,7.59,3,55.9,4.45,6.02,5.27,1,5,2,52.7,7.7,2.1,10.0,1.0,5.9,14,0.5,3.34,5.5,1,3.0,-0.3,0.0,24.9,0,1.21,0.6152125279642059,0.41000000000000014,0.77,-0.2870000000000002,10.256880733944953,16.49,44.577352472089316,0.5,0.3116214186071467,4.697222222222222,8.299999999999999,9.295,0.125,0.0,0.5964285714285714
7.13,6.92,8.11,6,72.7,8.47,4.32,3.96,2,4,4,39.6,7.2,3.1,9.5,1.9,7.6,10,0.1,1.52,5.61,1,4.1,0.1,2.2,10.8,0,0.9885714285714285,0.7759336099585064,0.0,0.72,-0.0,7.6768743400211195,17.11,58.62903225806452,0.61,0.4543663821405121,4.833333333333333,8.4,10.105,0.025,0.0,0.266199649737303
5.1,6.11,8.08,5,85.7,0.0,5.08,4.84,0,7,3,40.8,8.7,2.2,10.0,1.0,7.3,9,1.5,1.8,3.3,2,4.2,-0.5,2.4,9.7,0,1.0183333333333333,0.6346153846153847,0.0,0.8699999999999999,-0.0,85.7,10.16,102.72260273972603,0.82,0.40091863517060367,5.033333333333333,8.766666666666667,6.18,0.375,8.7,0.5294117647058824
6.0,6.79,9.11,8,78.6,2.99,1.57,16.98,0,7,3,53.0,8.7,2.8,10.0,3.6,8.3,21,1.3,2.08,3.92,2,2.0,-1.6,1.4,7.4,0,0.7544444444444445,0.6426229508196721,0.0,0.8699999999999999,-0.0,19.699248120300748,6.130000000000001,30.600667408231363,0.6,0.4847691575440266,5.372222222222223,8.233333333333334,4.465,0.325,0.0,0.5174129353233832
5.63,6.37,9.63,5,61.8,4.32,3.63,6.14,2,6,3,76.1,8.5,1.2,10.0,1.9,9.2,15,1.6,1.91,3.72,3,2.2,-1.6,1.2,15.7,0,1.0616666666666668,0.649214659685864,0.0,0.85,-0.0,11.616541353383457,11.58,51.93277310924369,0.82,0.4861976847729297,5.947222222222222,9.1,6.39,0.4,0.0,0.49999999999999994
7.49,7.52,8.44,4,78.5,3.38,2.68,14.6,0,4,4,55.2,6.2,3.2,9.6,1.0,8.1,15,1.6,1.53,5.96,3,4.1,1.2,3.2,15.7,0,1.504,0.785243741765481,0.0,0.62,0.0,17.922374429223744,8.74,20.128205128205128,1.01,0.5136612021857923,4.933333333333334,8.9,5.970000000000001,0.4,0.0,0.2524752475247525
5.97,6.26,7.95,5,102.1,0.0,1.59,8.17,1,5,5,46.3,7.1,3.5,10.0,3.8,7.4,9,0.5,1.43,4.54,3,4.6,-1.3,2.5,5.8,0,1.0433333333333332,0.7479406919275124,0.04999999999999982,0.71,-0.0049999999999999645,102.1,3.18,55.67066521264994,1.06,0.4097305552525362,5.319444444444444,7.866666666666667,3.34,0.125,7.1,0.3081896551724138
6.0,7.93,8.54,5,53.1,5.07,1.7,15.49,1,6,5,105.1,8.8,2.6,10.0,2.0,7.5,14,0.6,0.66,5.34,2,4.5,-0.9,4.1,18.3,0,1.3216666666666665,0.8754098360655738,0.0,0.8800000000000001,-0.0,8.747940691927512,8.469999999999999,19.32080048514251,0.85,0.5784802431610941,7.519444444444445,8.5,5.534999999999999,0.15,0.0,0.12132352941176472
5.03,6.6,8.5,6,86.0,7.64,4.28,8.21,2,6,4,32.3,8.4,1.8,10.0,1.0,7.9,15,0.3,0.91,4.12,2,2.2,-1.9,2.7,13.1,0,0.9428571428571428,0.8031189083820663,0.0,0.8400000000000001,-0.0,9.953703703703702,16.2,56.02605863192182,0.62,0.44112732538710037,5.030555555555556,8.966666666666667,9.0,0.075,0.0,0.21563981042654032
5.62,6.51,8.01,8,72.3,7.53,2.63,14.25,2,7,4,56.7,7.6,1.3,10.0,2.1,10.0,14,0.1,0.71,4.91,2,3.8,-1.2,2.1,15.2,0,0.7233333333333333,0.8583916083916084,0.0,0.76,-0.0,8.475967174677606,12.79,33.186885245901635,0.78,0.43270189431704886,5.441666666666666,9.299999999999999,7.045,0.025,0.0,0.14171656686626746
5.04,7.63,8.42,5,66.2,2.68,1.24,9.99,2,7,4,68.1,9.5,3.5,10.0,1.0,7.7,15,1.1,1.85,3.18,1,4.7,1.2,2.5,16.2,0,1.2716666666666667,0.6186770428015564,0.0,0.95,-0.0,17.98913043478261,5.16,42.1656050955414,0.67,0.5282104534440983,6.391666666666667,8.9,4.33,0.275,0.0,0.5640243902439024
6.25,4.13,7.94,3,78.3,6.44,3.04,4.4,2,5,4,61.9,7.0,3.9,10.0,1.0,10.0,20,1.3,2.33,3.91,3,4.0,-0.2,1.5,14.5,0,1.0325,0.615748031496063,0.05999999999999961,0.7,0.0,10.524193548387096,12.52,72.5,1.0,0.2748142397693246,5.38611111111111,9.666666666666666,8.209999999999999,0.325,0.0,0.5810473815461347
7.62,6.89,8.4,7,47.1,8.02,6.21,6.92,0,7,4,43.8,8.8,3.9,9.7,1.7,5.0,10,0.6,2.58,5.04,2,2.3,-0.8,0.9,31.1,0,0.86125,0.6528497409326425,0.0,0.8800000000000001,-0.0,5.221729490022174,20.439999999999998,41.628787878787875,0.63,0.4633490248823134,5.483333333333333,7.666666666666667,12.169999999999998,0.15,0.0,0.5019455252918288
6.79,6.73,7.33,4,91.6,1.5,5.47,3.08,2,5,3,60.2,8.5,3.4,9.8,2.5,5.1,9,1.9,2.54,4.25,2,2.6,-0.4,4.7,5.0,0,1.346,0.6168359941944848,0.6699999999999999,0.85,-1.005,36.64,12.439999999999998,112.25490196078431,0.6599999999999999,0.42957446808510635,5.5055555555555555,7.466666666666666,7.919999999999999,0.475,8.5,0.5839080459770115
4.22,6.92,8.84,7,83.4,5.59,2.8,15.88,0,5,3,82.7,8.7,2.4,10.0,2.2,7.3,14,1.4,1.48,2.74,2,3.6,-1.4,2.8,12.0,0,0.865,0.6342592592592594,0.0,0.8699999999999999,-0.0,12.655538694992414,11.19,24.70379146919431,0.76,0.5021163381303665,6.197222222222222,8.366666666666667,6.795,0.35,0.0,0.5211267605633803
5.44,6.72,8.43,8,56.5,10.45,4.61,6.57,0,5,4,30.0,7.4,1.4,10.0,2.4,8.3,14,1.6,2.1,3.35,3,4.1,0.4,4.7,21.5,0,0.7466666666666666,0.6046931407942239,0.0,0.74,-0.0,4.934497816593887,19.67,37.31836195508586,1.01,0.4459190444591904,4.633333333333334,8.633333333333333,10.535,0.4,0.0,0.6086956521739131
8.39,5.99,8.46,5,39.3,10.72,0.49,22.33,1,6,2,62.6,8.4,4.7,10.0,2.3,8.0,9,1.7,0.85,7.54,3,3.0,0.7,2.8,30.3,0,0.9983333333333334,0.8881036513545347,0.0,0.8400000000000001,-0.0,3.353242320819112,11.700000000000001,10.107158165452207,0.9,0.413198436422166,5.205555555555556,8.566666666666666,8.200000000000001,0.425,8.4,0.11125654450261781
7.87,6.01,8.55,4,69.0,11.53,0.0,16.04,2,4,2,88.7,8.7,2.2,10.0,1.0,8.7,9,1.0,2.54,5.32,2,2.7,0.7,2.5,16.5,0,1.202,0.6675031367628608,0.0,0.8699999999999999,-0.0,5.506783719074222,11.53,16.19718309859155,0.67,0.4301562686389121,6.030555555555555,9.233333333333333,6.865,0.25,8.7,0.4686346863468635
5.66,5.69,9.52,6,70.0,7.88,2.38,17.75,2,7,4,51.1,8.8,1.3,10.0,1.0,9.5,20,0.9,0.61,5.05,3,3.6,-0.5,1.2,18.2,0,0.812857142857143,0.8767361111111112,0.0,0.8800000000000001,-0.0,7.882882882882884,12.64,26.133333333333333,0.96,0.417512535159594,5.686111111111111,9.5,6.970000000000001,0.225,0.0,0.11844660194174758
6.68,4.65,8.33,5,78.3,8.15,1.89,4.59,1,7,4,68.0,8.5,3.8,10.0,1.0,6.4,10,2.0,0.86,5.82,2,4.2,1.8,0.0,11.5,0,0.775,0.8584070796460178,0.0,0.85,-0.0,8.557377049180328,11.93,98.05008944543829,0.82,0.31988076129328136,6.055555555555556,8.466666666666667,7.865,0.5,0.0,0.14527027027027026
6.31,5.72,8.21,5,80.9,3.04,2.55,4.17,1,7,5,64.3,7.8,3.2,10.0,1.0,9.9,14,0.0,1.62,4.69,3,3.8,-1.8,2.7,5.9,0,0.9533333333333333,0.731669266770671,0.0,0.78,-0.0,20.024752475247524,8.14,109.53578336557061,0.9800000000000001,0.3886309591212773,6.052777777777778,9.633333333333333,5.67,0.0,0.0,0.33820459290187893
7.75,4.83,8.02,3,75.5,4.23,2.28,7.54,1,4,5,75.3,6.6,2.7,10.0,2.6,7.4,10,0.3,2.71,5.04,3,2.8,-1.8,0.0,15.5,0,1.2075,0.6420382165605096,0.0,0.6599999999999999,0.0,14.435946462715105,8.79,35.36299765807963,0.8800000000000001,0.32801358234295414,5.958333333333333,8.266666666666667,5.744999999999999,0.075,0.0,0.5272373540856031
8.72,6.73,8.57,4,69.6,5.01,3.05,5.57,0,7,3,66.7,9.2,2.4,10.0,3.6,8.0,10,1.8,2.69,6.03,3,2.2,0.8,3.2,17.2,0,1.346,0.6836734693877551,0.0,0.9199999999999999,-0.0,11.580698835274541,11.11,74.1552511415525,0.82,0.4700267722034688,5.919444444444444,8.133333333333333,6.755,0.45,0.0,0.43882544861337686
7.85,5.11,7.99,4,76.0,0.85,1.77,0.0,1,4,4,57.3,7.0,2.1,10.0,1.0,6.4,10,1.0,2.72,5.13,3,3.4,-0.3,1.0,5.7,0,1.022,0.6452830188679246,0.009999999999999787,0.7,0.0,41.08108108108108,4.39,304.0,0.9400000000000001,0.33942211889737633,5.258333333333333,8.466666666666667,3.245,0.25,0.0,0.5200764818355641
8.02,6.49,8.75,3,66.3,8.5,4.82,6.5,2,6,5,45.2,7.4,4.1,10.0,1.9,9.4,9,0.2,1.66,6.36,2,5.1,-1.0,2.7,23.5,0,1.6225,0.7832512315270937,0.0,0.74,-0.0,6.978947368421053,18.14,53.03999999999999,0.9099999999999999,0.44768912393653715,5.388888888888889,9.166666666666666,11.120000000000001,0.05,7.4,0.2569659442724458
5.62,6.35,8.88,6,87.1,2.51,0.4,11.89,0,6,3,82.5,8.8,1.4,10.0,1.0,7.7,21,1.6,1.3,4.32,1,5.0,-0.5,4.1,0.4,0,0.9071428571428571,0.7552447552447553,0.0,0.8800000000000001,-0.0,24.814814814814813,3.3099999999999996,40.54305663304886,0.7,0.46198617679156057,6.2250000000000005,8.9,2.3549999999999995,0.4,0.0,0.29411764705882354
7.57,6.09,7.71,4,57.6,1.8,6.78,14.7,0,5,5,51.2,6.9,3.1,9.9,1.0,8.9,20,0.2,2.06,5.5,1,5.6,-0.8,0.4,23.2,0,1.218,0.7170795306388527,0.29000000000000004,0.6900000000000001,0.0289999999999999,20.571428571428573,15.360000000000001,18.343949044585987,0.76,0.3945152234938458,5.388888888888889,9.266666666666666,9.23,0.05,0.0,0.3678571428571429
5.09,5.51,9.54,7,73.3,6.31,2.78,12.17,2,6,3,71.1,7.9,2.1,10.0,1.0,10.0,9,0.7,0.75,4.35,3,3.2,0.7,2.6,11.3,0,0.68875,0.838150289017341,0.0,0.79,-0.0,10.027359781121751,11.87,33.39407744874715,0.9199999999999999,0.4150659133709981,5.608333333333333,9.666666666666666,6.984999999999999,0.175,7.9,0.16853932584269665
6.14,6.36,8.11,5,75.2,9.47,5.66,1.69,2,6,3,47.7,8.9,3.6,10.0,2.2,7.4,9,1.1,1.67,4.47,2,4.2,1.9,2.9,18.9,0,1.06,0.7163461538461539,0.0,0.89,-0.0,7.182425978987584,20.79,167.73234200743497,0.82,0.42133156674395494,5.291666666666667,8.4,12.195,0.275,8.9,0.3654266958424508
5.13,6.23,8.16,7,56.8,5.8,5.1,9.88,0,4,5,74.7,8.8,2.3,10.0,1.0,8.5,10,1.1,1.05,4.08,2,3.8,0.3,0.9,22.6,0,0.77875,0.7801147227533461,0.0,0.8800000000000001,-0.0,8.352941176470589,16.0,20.882352941176467,0.78,0.4268585131894485,6.675000000000001,9.166666666666666,9.15,0.275,0.0,0.25119617224880386
7.07,6.37,8.63,5,80.1,1.62,1.13,11.24,2,6,3,71.2,8.5,2.1,10.0,1.0,8.5,10,1.8,1.16,5.91,2,4.3,0.8,2.7,4.8,0,1.0616666666666668,0.8242677824267782,0.0,0.85,-0.0,30.57251908396946,3.88,39.264705882352935,0.8300000000000001,0.44911868390129267,5.811111111111111,9.166666666666666,2.99,0.45,0.0,0.1930116472545757
6.45,6.54,7.95,6,78.2,10.26,3.12,15.43,1,6,4,79.8,8.3,2.1,10.0,3.5,5.4,21,0.9,0.84,5.61,3,5.3,0.7,4.4,18.8,0,0.9342857142857143,0.8564885496183207,0.04999999999999982,0.8300000000000001,-0.06499999999999981,6.944937833037301,16.5,28.557516737674987,1.1300000000000001,0.44429347826086957,6.316666666666666,7.3,9.3,0.225,0.0,0.14711033274956217
6.81,6.74,8.49,5,75.9,6.56,1.22,7.71,2,7,4,34.0,8.1,2.5,9.8,3.4,9.7,14,1.7,0.98,5.83,2,2.9,-0.5,4.3,11.8,0,1.1233333333333333,0.8437047756874096,0.0,0.8099999999999999,-0.0,10.039682539682541,9.0,60.99885189437428,0.6900000000000001,0.45103725184028554,4.977777777777778,8.7,5.75,0.425,0.0,0.16526138279932548
6.25,6.37,8.04,4,78.1,4.51,3.48,10.8,2,5,3,38.2,7.7,2.1,10.0,1.0,7.3,15,1.5,1.36,4.89,1,3.0,-0.6,3.7,10.5,0,1.274,0.7700787401574803,0.0,0.77,-0.0,14.174228675136115,11.469999999999999,33.09322033898305,0.5,0.4157058951490102,4.627777777777777,8.766666666666667,6.784999999999999,0.375,0.0,0.27254509018036077
6.85,6.1,8.08,4,88.5,3.63,1.74,16.12,1,7,4,55.9,6.5,2.9,10.0,1.2,9.8,10,0.2,1.98,4.87,2,5.9,-1.3,1.5,11.3,0,1.22,0.7007194244604318,0.0,0.65,0.0,19.114470842332615,7.109999999999999,36.1857476635514,0.99,0.40698320916268205,5.052777777777778,9.533333333333333,5.005,0.05,0.0,0.3983903420523139
6.33,6.66,7.56,4,80.1,7.71,2.06,12.17,0,7,4,66.4,6.6,3.8,10.0,1.0,6.8,10,1.0,1.19,5.14,3,4.1,-1.2,1.3,16.9,0,1.332,0.7993779160186625,0.4400000000000004,0.6599999999999999,0.17600000000000032,9.196326061997702,11.83,42.574031890660585,1.01,0.4343478260869565,5.377777777777777,8.6,7.8149999999999995,0.25,0.0,0.2270992366412214
8.32,6.3,8.31,3,69.7,7.35,1.51,16.26,2,4,3,28.1,7.8,3.6,9.4,1.7,10.0,21,1.9,1.68,6.64,3,5.6,-0.2,4.1,19.0,0,1.575,0.7885985748218527,0.0,0.78,-0.0,8.347305389221557,10.37,16.152954808806488,1.16,0.41388371838388266,4.3805555555555555,9.233333333333334,6.984999999999999,0.475,0.0,0.24925816023738873
5.2,6.31,7.29,6,68.9,6.89,2.97,8.9,2,6,4,41.3,7.6,2.7,10.0,2.9,6.8,10,1.0,1.92,3.28,1,3.7,-0.3,0.8,15.1,0,0.9014285714285714,0.6188679245283019,0.71,0.76,-0.4259999999999997,8.732572877059571,12.830000000000002,41.75757575757576,0.5700000000000001,0.39384167273483817,5.013888888888888,7.966666666666666,7.765000000000001,0.25,0.0,0.5680473372781065
5.84,7.47,8.4,7,77.5,8.01,1.55,5.23,1,5,3,62.0,8.7,2.1,10.0,5.4,8.7,15,0.4,1.0,4.84,1,5.0,-1.1,1.8,13.5,0,0.93375,0.8148148148148149,0.0,0.8699999999999999,-0.0,8.601553829078801,11.11,62.199036918138034,0.7,0.5128146453089245,5.622222222222223,7.766666666666666,6.6049999999999995,0.1,0.0,0.20242914979757087
6.67,6.13,8.16,7,69.5,7.01,4.1,11.99,2,6,3,79.1,8.9,3.8,10.0,2.9,6.7,9,0.4,2.28,4.39,2,5.9,-0.6,1.1,18.0,0,0.76625,0.6484490398818316,0.0,0.89,-0.0,8.67665418227216,15.209999999999999,32.10161662817552,0.99,0.4221278549294158,6.163888888888889,7.933333333333334,9.504999999999999,0.1,8.9,0.5077951002227172
7.95,6.99,7.02,5,83.8,7.41,2.49,0.67,0,4,5,54.7,7.6,3.7,8.9,1.3,7.0,20,0.8,2.56,5.39,2,2.1,1.4,4.0,15.2,0,1.165,0.6695652173913043,0.9800000000000004,0.76,-0.5879999999999999,9.964328180737217,12.39,200.7185628742515,0.61,0.43501711440721913,5.719444444444444,8.200000000000001,8.045,0.2,0.0,0.46630236794171226
6.25,4.37,7.02,4,72.2,7.98,5.38,17.12,2,4,3,75.6,6.5,2.8,10.0,3.3,7.5,9,1.0,0.64,5.6,3,3.9,-0.4,1.8,20.4,0,0.874,0.8818897637795275,0.9800000000000004,0.65,0.4900000000000002,8.040089086859687,18.740000000000002,15.938189845474614,0.99,0.2779898218829516,5.266666666666667,8.066666666666666,10.770000000000001,0.25,6.5,0.11228070175438598
8.2,5.33,8.52,3,64.5,7.22,1.05,16.24,0,7,2,70.3,8.7,4.7,10.0,1.9,8.8,14,1.6,3.06,5.14,2,5.5,0.3,0.7,18.9,0,1.3325,0.619277108433735,0.0,0.8699999999999999,-0.0,7.8467153284671545,9.32,26.189095127610212,0.95,0.37251019219569015,5.519444444444445,8.966666666666667,7.01,0.4,0.0,0.5839694656488551
8.17,5.78,7.28,4,72.9,2.55,1.54,8.26,1,6,5,82.4,9.1,3.0,10.0,1.6,9.0,14,0.5,2.05,6.12,1,5.2,-0.1,3.2,18.3,0,1.1560000000000001,0.7400241837968562,0.7199999999999998,0.9099999999999999,-1.5119999999999991,20.535211267605636,5.63,47.2354211663067,0.72,0.3766290182450044,6.98888888888889,9.133333333333333,4.3149999999999995,0.125,0.0,0.3295819935691318
7.55,7.15,7.63,4,56.7,2.93,0.93,7.72,1,6,3,88.3,10.0,2.0,10.0,2.5,8.2,20,0.2,2.35,5.2,1,5.1,1.8,1.7,8.9,0,1.4300000000000002,0.6797385620915033,0.3700000000000001,1.0,-1.1100000000000003,14.427480916030534,4.79,39.01376146788992,0.71,0.47991945407763736,6.786111111111111,8.566666666666666,3.395,0.05,0.0,0.44339622641509435
6.59,5.84,8.99,5,68.6,0.0,2.43,10.56,1,4,4,34.1,8.0,2.4,10.0,2.5,7.1,14,1.0,1.95,4.64,3,4.1,0.6,3.6,12.9,0,0.9733333333333333,0.6935724962630793,0.0,0.8,-0.0,68.6,4.86,23.737024221453286,1.01,0.4043854587420658,4.947222222222222,8.200000000000001,3.63,0.25,0.0,0.41139240506329117
4.27,5.47,8.18,5,72.0,1.87,1.22,15.59,2,7,4,76.8,9.4,1.9,10.0,3.5,8.5,21,0.9,1.35,2.92,2,5.7,-0.4,2.5,5.6,0,0.9116666666666666,0.6681922196796339,0.0,0.9400000000000001,-0.0,25.087108013937282,4.3100000000000005,30.37974683544304,0.97,0.3762035763411279,6.6000000000000005,8.333333333333334,3.1050000000000004,0.225,0.0,0.4470198675496689
6.91,4.28,7.62,4,60.4,0.67,2.71,6.92,2,6,4,44.1,7.3,4.5,10.0,2.3,8.8,20,1.1,0.82,6.09,2,2.1,-0.2,1.4,13.4,0,0.8560000000000001,0.8687589158345221,0.3799999999999999,0.73,-0.11399999999999991,36.16766467065868,6.09,45.75757575757576,0.61,0.2735698306168105,4.991666666666667,8.833333333333334,5.295,0.275,0.0,0.13247172859450726
6.6,7.6,8.59,5,61.5,2.9,2.0,14.94,2,7,5,95.4,8.4,2.0,10.0,2.3,6.8,21,0.2,1.06,5.53,2,5.3,-1.9,3.3,21.8,0,1.2666666666666666,0.8253731343283583,0.0,0.8400000000000001,-0.0,15.76923076923077,6.9,27.00752823086575,0.93,0.5499276410998553,7.116666666666667,8.166666666666666,4.45,0.05,0.0,0.1882770870337478
5.18,6.24,7.69,4,61.7,4.97,5.27,1.72,1,5,3,66.5,8.4,2.2,10.0,1.9,10.0,9,0.2,0.89,4.29,1,5.8,0.1,0.3,20.1,0,1.248,0.8125000000000001,0.3099999999999996,0.8400000000000001,-0.43399999999999955,10.335008375209382,15.509999999999998,113.41911764705884,0.78,0.41048130687424633,5.647222222222222,9.366666666666667,8.854999999999999,0.05,8.4,0.2027334851936219
7.26,6.47,7.29,7,52.6,2.22,6.42,9.33,1,4,3,20.0,7.3,3.4,8.7,1.0,6.1,9,1.7,1.37,5.88,2,5.0,0.6,2.2,20.8,0,0.80875,0.7989130434782609,0.71,0.73,-0.21299999999999986,16.335403726708073,15.06,20.367860600193612,0.9,0.3950742926928556,3.988888888888889,7.933333333333333,9.23,0.425,7.3,0.22909698996655523
4.06,6.55,8.51,7,86.3,1.3,2.46,13.12,2,4,3,39.0,8.3,2.2,10.0,4.3,7.9,20,1.4,0.55,3.5,1,2.5,1.0,3.4,4.0,0,0.81875,0.841346153846154,0.0,0.8300000000000001,-0.0,37.52173913043478,6.22,24.44759206798867,0.45,0.4413746630727763,4.8500000000000005,7.866666666666667,4.21,0.35,0.0,0.1527777777777778
