screen_time_hours,work_hours,sleep_hours,break_frequency,typing_speed_wpm,backspace_rate,pause_frequency,app_switch_rate,usage_type,focus_session_count,hydration_level,physical_activity,cognitive_load_score,burnout_level
3.09,3.0,4.48,4,59.0,6.19,3.67,15.01,0,6,4,72.7,5.6,1
15.34,9.3,5.67,2,39.3,11.86,3.56,39.09,2,0,5,48.2,23.6,2
4.6,4.43,4.26,10,40.6,2.57,3.93,17.15,0,6,5,41.1,10.1,1
4.04,3.86,8.51,2,91.2,9.75,5.52,30.38,2,1,4,66.2,1.9,0
15.55,8.24,6.39,7,56.5,16.68,5.88,8.92,1,1,4,62.1,16.3,1
7.77,1.49,6.45,10,70.0,3.35,2.64,12.89,0,4,1,0.7,0.0,0
6.31,5.92,3.97,7,45.1,6.36,2.79,33.55,2,1,1,44.6,16.8,1
15.33,9.12,6.58,10,32.7,12.65,12.4,13.97,0,0,2,99.5,36.6,1
8.03,3.2,7.35,0,64.7,11.86,6.05,28.04,2,0,1,2.4,14.3,1
10.17,5.26,6.72,3,69.6,10.96,8.41,8.24,0,3,3,116.1,4.3,1
14.57,6.78,7.24,7,49.1,13.98,1.68,10.55,1,0,4,88.6,9.1,1
13.98,5.6,4.86,5,26.9,16.09,6.21,9.23,1,2,4,104.4,24.8,1
13.87,3.0,5.58,9,72.4,4.6,6.74,29.02,2,5,2,80.0,10.1,1
12.07,11.23,6.17,1,69.6,8.22,14.62,25.02,0,3,2,20.0,23.0,2
15.58,9.0,8.54,0,31.1,4.55,1.74,19.7,2,4,4,23.7,10.5,1
3.19,1.96,6.95,5,87.1,10.04,7.41,17.38,2,5,5,57.0,8.8,0
2.17,1.65,7.44,7,75.2,4.0,3.27,0.88,0,0,3,94.0,1.8,0
13.84,2.26,4.53,8,23.1,12.71,4.24,20.37,2,4,2,31.5,22.0,1
8.29,5.21,6.43,7,86.0,3.5,7.48,41.99,1,7,1,34.2,19.5,1
8.75,6.87,4.69,0,53.5,10.07,5.31,11.51,0,2,2,61.8,10.9,1
14.69,9.18,6.2,4,29.7,13.12,3.49,21.65,1,7,4,96.2,15.0,2
4.69,3.65,4.63,1,63.8,14.06,7.63,13.28,2,3,5,44.8,14.4,1
15.22,11.95,5.7,0,32.7,11.16,6.16,36.77,2,4,2,4.1,25.8,2
14.39,1.95,6.23,5,59.3,6.89,8.49,19.59,1,5,4,75.4,11.8,1
14.93,11.97,3.19,5,42.4,9.89,6.99,12.02,0,6,4,28.7,24.0,2
13.91,9.15,6.26,8,77.4,5.83,11.43,12.02,0,3,5,34.7,10.7,1
3.66,3.53,8.19,9,46.5,4.42,4.24,16.8,1,3,2,112.1,7.3,0
9.11,7.09,4.86,10,91.5,16.11,7.07,22.49,1,3,4,57.1,18.6,1
14.09,11.96,5.56,6,65.9,13.73,5.76,22.45,0,4,1,56.3,19.3,2
4.7,1.48,4.79,3,57.8,5.58,4.19,23.36,2,8,5,6.3,7.1,0
6.93,5.18,6.13,0,54.6,4.03,1.43,40.48,2,2,4,67.4,3.1,1
9.96,8.09,8.92,9,86.3,15.96,9.15,20.94,1,4,5,69.6,15.4,1
7.67,7.66,3.33,4,59.4,14.17,11.57,13.1,0,5,3,31.0,25.0,2
10.75,10.14,7.08,5,86.5,10.48,5.83,1.86,0,3,3,88.0,12.3,1
7.68,2.13,8.86,4,87.0,8.25,3.51,10.19,0,8,3,73.4,0.0,0
4.39,2.3,5.08,8,70.8,12.66,7.71,20.63,2,0,5,26.9,17.5,0
2.13,1.73,6.07,1,49.6,11.28,3.24,29.19,2,7,2,44.6,11.2,0
7.52,6.66,4.46,2,55.6,7.59,5.62,28.95,2,1,3,20.8,13.5,1
5.22,1.45,7.93,8,48.8,7.21,2.44,7.27,0,6,2,93.5,5.9,0
13.01,5.46,3.02,2,29.0,12.25,9.96,24.84,1,1,4,82.5,38.2,2
6.34,6.0,7.06,2,57.3,2.06,2.44,16.01,0,6,1,32.5,4.0,1
2.1,1.56,3.84,5,94.1,8.98,3.68,21.28,2,7,4,51.9,0.0,1
2.18,1.76,4.1,0,82.0,5.66,7.99,6.39,0,5,3,97.4,0.0,1
12.18,8.62,8.92,8,49.8,18.29,2.46,0.0,0,2,3,31.3,12.3,1
4.44,2.88,7.29,2,44.1,6.89,4.72,4.25,0,8,2,31.0,8.8,0
14.99,10.54,7.25,10,41.4,15.68,5.37,19.43,1,7,5,91.8,19.8,1
5.53,4.73,3.51,4,52.1,8.3,8.2,25.17,1,0,3,58.6,21.8,1
5.74,5.32,5.61,6,75.5,5.4,7.12,23.8,2,1,5,100.2,11.2,1
12.3,4.03,6.83,2,57.6,16.42,0.0,11.58,1,1,3,11.0,7.6,1
9.2,5.42,4.53,0,59.4,8.06,7.05,32.01,2,4,1,51.2,17.7,1
10.98,4.11,6.15,0,87.7,13.4,1.83,23.82,0,7,5,15.0,3.3,1
10.37,9.15,8.34,7,62.9,12.62,14.87,25.32,2,5,1,105.3,28.6,1
4.69,1.38,8.47,4,41.9,12.06,6.0,8.81,2,5,4,22.6,19.0,0
2.24,1.06,6.44,4,53.2,8.77,7.68,29.79,0,6,5,81.0,16.2,0
3.77,1.36,7.06,4,33.9,7.59,7.15,6.83,1,5,5,93.8,19.9,0
2.79,2.34,8.11,3,52.9,7.54,1.97,24.43,1,5,4,5.8,7.1,0
14.9,11.74,4.33,7,58.0,10.61,9.89,28.42,0,2,4,53.8,25.0,2
6.09,2.5,5.13,6,70.1,6.64,6.02,14.87,2,3,4,54.3,9.3,1
6.22,1.98,4.82,5,86.0,18.81,3.85,7.59,0,7,3,88.0,12.6,1
3.21,1.52,3.99,8,52.5,1.65,0.81,15.27,0,0,5,22.0,0.0,0
11.6,3.4,3.79,2,35.9,11.15,9.39,14.07,2,6,4,37.2,29.0,1
5.54,1.31,4.61,8,43.1,3.41,6.13,23.36,0,3,2,54.9,14.9,1
2.65,1.95,8.48,3,96.5,2.95,5.05,25.62,2,4,4,92.4,0.0,0
12.28,6.74,4.28,2,42.1,7.89,7.25,0.0,0,2,5,108.7,18.1,2
13.01,3.68,4.84,4,64.6,13.69,9.0,8.97,1,6,3,119.5,19.1,1
8.05,6.61,6.57,9,80.5,8.2,6.93,16.69,2,3,4,104.8,6.1,1
12.3,4.52,6.04,8,43.6,16.12,6.14,26.12,2,2,2,0.9,23.0,1
8.2,6.27,4.4,6,42.3,1.18,6.07,9.26,0,4,5,3.5,9.1,1
11.82,1.6,8.47,6,52.9,8.09,6.66,31.73,1,0,5,30.0,23.8,1
8.82,8.31,6.82,2,58.1,6.2,10.74,12.73,0,8,4,48.8,20.9,1
7.86,4.55,3.51,7,64.9,12.38,0.0,19.86,2,4,3,29.5,6.0,1
11.43,7.41,8.35,8,48.5,15.23,4.0,9.05,0,5,4,24.8,17.4,1
3.45,2.72,4.8,7,79.3,7.81,5.92,10.93,0,8,1,14.6,6.3,1
10.73,2.3,3.69,10,54.5,16.59,5.96,29.38,2,7,5,34.7,18.8,1
10.06,6.85,3.1,10,36.3,10.48,8.88,19.14,0,4,4,65.0,13.5,1
3.01,2.38,6.02,9,43.7,8.4,5.39,27.66,1,8,1,115.5,17.9,0
10.78,3.48,7.82,2,89.9,7.05,5.03,28.88,1,3,4,97.8,0.5,1
2.01,1.97,8.51,7,69.0,6.45,5.26,19.75,0,0,5,28.3,9.1,0
3.78,3.4,6.56,6,54.8,10.07,4.87,12.2,1,8,5,112.3,11.6,0
9.5,4.35,8.09,6,79.1,9.11,11.52,25.54,0,5,1,110.1,24.4,1
9.39,5.68,8.87,7,50.8,4.64,6.96,9.41,2,7,4,35.8,16.3,0
5.89,1.9,5.99,10,59.5,6.27,6.64,9.69,2,5,5,89.0,9.1,0
6.94,5.29,4.92,9,66.9,7.15,6.05,7.03,0,8,3,110.8,8.4,1
11.83,8.14,8.93,3,58.9,10.25,9.54,21.96,2,0,4,87.3,18.6,1
11.34,3.07,8.28,10,29.4,7.14,5.28,19.71,0,2,3,56.6,16.2,0
3.33,1.06,5.42,8,71.6,6.89,2.09,28.32,2,5,5,18.6,0.0,0
7.21,2.58,5.93,8,64.9,12.66,0.0,12.44,0,0,3,19.1,5.4,1
6.64,5.08,6.05,6,58.5,7.35,4.15,13.13,0,7,2,120.0,11.0,1
5.68,4.59,8.56,10,64.1,5.21,4.41,7.27,0,3,5,12.6,0.0,0
9.92,1.14,7.68,6,39.5,8.86,1.45,27.43,2,3,2,93.7,3.8,1
14.76,7.1,4.05,9,27.0,5.04,10.74,16.54,2,6,2,65.3,30.3,2
10.49,2.58,7.78,3,62.8,12.63,2.31,12.29,0,3,3,4.5,8.9,1
15.87,10.71,5.84,5,78.8,17.86,9.96,3.8,0,1,1,79.7,19.4,2
15.46,9.53,6.73,0,34.0,17.74,9.03,32.76,2,0,5,12.3,36.8,2
6.24,4.9,8.79,4,86.5,3.28,2.51,36.59,2,5,3,84.4,0.0,0
4.29,2.86,6.02,7,84.9,6.65,1.33,4.67,0,0,5,67.4,0.0,0
11.59,8.5,5.16,3,29.3,1.18,7.29,29.26,0,6,5,29.2,21.6,1
4.66,2.69,4.72,7,86.1,9.38,5.2,16.4,0,7,1,32.2,10.8,1
8.27,7.94,8.52,6,86.8,12.72,2.09,20.81,0,7,1,99.6,7.3,1
15.1,11.03,4.26,6,75.0,22.13,13.67,19.51,2,2,5,31.9,40.7,2
11.08,8.33,6.8,0,36.1,10.45,9.67,23.51,2,0,3,95.6,29.3,1
11.24,6.36,3.14,5,85.3,8.93,4.79,28.38,1,8,2,106.3,10.3,2
13.16,3.96,8.32,3,35.5,10.7,6.82,2.56,0,5,3,30.3,18.2,1
10.65,7.43,5.27,9,67.3,19.62,5.98,19.04,0,5,4,100.9,19.1,1
4.68,3.26,5.43,5,102.4,8.74,4.72,25.28,1,1,5,64.6,6.2,1
13.53,8.12,8.81,1,70.4,12.81,8.63,36.17,2,4,3,48.7,16.4,1
13.71,2.8,4.66,9,33.5,3.45,4.02,32.32,2,6,2,93.7,14.5,1
3.19,2.77,7.63,8,67.7,9.44,5.19,3.4,0,1,4,25.4,8.3,0
2.93,2.93,3.15,2,59.6,8.61,3.66,9.0,0,6,1,30.0,7.2,1
8.44,5.52,4.13,0,57.3,9.28,8.64,29.7,1,5,2,89.2,26.6,1
8.77,3.29,4.55,8,51.5,7.17,1.34,27.05,2,3,4,14.0,11.6,1
12.47,7.05,5.71,7,34.0,12.14,3.55,13.85,2,7,3,105.8,13.7,1
7.74,4.17,3.29,9,60.6,5.24,4.0,34.05,0,2,4,30.2,12.8,1
9.47,6.05,5.2,10,65.3,7.45,6.13,21.95,1,6,3,91.7,9.6,1
4.8,2.41,6.01,2,77.4,9.97,3.42,13.53,0,1,3,98.1,3.5,1
15.27,1.76,5.74,6,40.4,15.49,9.13,21.61,0,7,3,49.3,32.2,1
3.24,2.94,4.92,7,69.2,6.91,5.05,18.12,1,0,2,43.1,12.0,0
13.14,4.36,3.44,5,77.7,6.26,5.9,24.78,0,7,5,30.4,18.1,2
11.18,3.37,8.19,10,53.4,7.45,1.7,25.17,1,2,1,42.7,10.2,0
10.0,7.71,5.27,8,79.8,13.33,3.75,14.1,1,3,1,27.8,8.4,1
14.0,5.57,3.54,6,66.5,13.47,5.58,17.25,1,1,4,0.5,13.4,2
4.17,3.11,7.25,1,68.6,4.87,6.46,34.58,2,6,5,88.5,16.5,0
12.47,12.0,7.35,9,51.5,10.5,4.38,12.19,1,2,4,19.7,9.0,1
14.68,11.73,4.39,7,31.1,16.0,6.56,5.37,0,7,2,1.8,17.2,2
3.94,2.25,6.31,3,65.0,11.34,0.0,7.55,0,3,1,12.8,2.6,0
5.57,5.56,4.13,0,42.2,6.47,0.0,9.64,1,0,1,51.2,0.0,1
12.84,1.57,3.08,3,57.1,8.74,4.71,30.25,2,5,4,62.4,11.8,2
4.76,1.8,7.06,4,83.3,3.38,3.8,19.63,0,2,3,80.5,0.0,0
10.28,7.67,7.47,8,82.1,2.28,9.29,12.63,0,6,1,82.8,8.1,1
9.11,6.97,8.95,10,38.4,6.31,3.32,7.41,1,1,2,69.4,10.5,0
3.16,2.34,5.04,7,68.4,1.24,7.98,15.93,0,5,4,43.0,3.1,0
8.45,7.71,8.58,1,42.7,8.27,0.91,42.15,1,2,4,75.5,15.6,1
6.99,2.64,7.81,8,59.5,4.68,3.35,10.99,1,7,4,103.9,1.4,0
14.29,7.04,6.94,3,58.3,16.49,5.45,13.11,1,2,3,53.5,15.0,1
7.36,5.81,4.83,8,78.1,6.33,3.95,28.08,2,1,1,56.9,4.6,1
13.47,4.96,6.24,4,37.5,12.13,4.64,23.25,0,6,1,102.1,19.0,1
3.06,2.19,6.86,8,69.7,8.66,4.95,8.94,1,7,1,100.2,9.3,0
8.01,4.3,3.94,3,52.6,10.96,4.45,32.03,2,1,3,84.7,19.6,1
11.26,5.02,5.21,2,48.4,7.98,7.57,10.08,0,6,2,23.0,16.3,1
5.38,1.34,5.14,3,88.4,5.98,1.83,27.9,0,3,1,0.3,0.0,1
8.36,7.35,8.5,4,52.1,19.6,6.7,20.88,2,0,1,16.3,25.1,1
6.24,3.45,4.64,1,56.2,13.06,3.84,24.78,2,7,3,46.6,14.4,1
9.3,1.11,3.12,4,53.9,13.74,9.06,23.13,1,6,4,51.9,25.0,1
2.26,1.82,6.71,9,46.6,8.14,3.33,7.92,0,4,5,5.2,6.7,0
2.13,1.23,8.75,9,69.3,5.35,5.65,15.24,0,4,3,49.0,0.7,0
14.71,9.85,3.39,9,29.1,18.58,7.98,36.1,2,0,1,57.4,34.4,2
14.76,7.1,6.16,6,68.4,16.19,3.5,22.93,1,2,3,15.9,16.6,1
15.07,8.92,7.52,5,31.7,7.32,4.08,12.42,1,1,3,62.2,11.9,1
10.13,7.67,5.47,6,63.6,11.35,3.65,27.47,1,2,3,96.9,10.6,1
15.47,8.18,5.74,3,42.0,10.94,4.07,25.8,1,2,2,45.6,17.4,2
9.84,5.3,6.03,6,47.2,3.83,8.1,17.75,2,6,2,9.9,18.0,1
8.87,4.45,7.56,3,59.0,6.41,1.59,25.24,2,3,3,67.9,4.7,1
14.77,11.41,4.47,10,83.6,10.69,13.9,31.88,1,7,2,67.4,26.4,2
7.15,1.88,7.18,9,103.9,11.88,12.65,12.57,2,0,4,102.4,17.9,0
14.66,4.53,6.31,3,86.7,10.14,0.02,17.78,2,5,5,23.0,0.0,1
6.97,2.91,8.78,1,40.9,6.24,9.2,11.87,0,0,1,68.4,22.4,0
9.06,5.39,4.7,7,71.0,9.42,0.0,23.33,2,1,1,15.5,0.0,1
14.43,1.45,8.48,2,46.5,10.99,8.74,22.42,2,6,4,8.0,32.5,1
15.28,3.71,6.19,8,36.9,15.69,1.37,25.8,1,8,3,113.1,18.1,1
5.28,1.21,4.61,6,55.0,7.78,1.36,10.06,2,2,1,74.3,4.7,1
9.79,6.68,3.08,4,79.5,8.94,4.57,29.55,0,3,3,102.0,6.7,1
8.91,5.58,4.13,10,73.3,6.09,0.0,25.47,1,2,1,82.1,0.0,1
13.78,7.38,6.71,0,32.4,8.33,10.16,41.46,2,4,3,97.5,37.8,1
10.76,2.47,5.81,4,50.8,10.17,0.0,12.85,1,0,5,36.6,4.6,1
6.18,2.0,3.7,7,46.2,9.74,8.3,40.78,1,2,2,79.6,31.2,1
8.44,2.44,4.26,0,44.0,5.51,5.54,17.83,2,3,1,16.1,18.0,1
11.91,7.08,4.54,4,39.4,14.82,5.83,41.3,2,6,4,118.0,29.3,2
15.95,10.3,6.67,10,48.0,11.45,10.46,27.58,0,0,1,98.1,30.6,1
8.96,6.31,3.08,2,35.4,10.33,2.78,21.72,0,1,1,97.6,16.8,1
5.8,2.02,6.62,0,55.3,15.87,4.9,16.5,2,0,4,30.4,21.3,1
4.6,1.81,5.96,7,73.7,10.68,6.58,9.57,0,2,4,44.3,11.1,1
12.2,4.9,6.68,0,70.2,9.02,8.59,11.95,0,5,3,54.7,14.1,1
4.74,4.09,7.98,8,44.4,7.47,2.88,21.48,0,3,3,12.6,21.4,0
13.98,6.84,4.53,8,61.4,12.49,8.4,24.79,0,6,1,35.1,17.7,1
13.65,4.02,7.4,1,59.5,9.27,9.97,19.98,0,3,1,80.6,17.6,1
11.45,5.36,7.38,10,56.3,11.28,1.48,15.1,1,4,3,21.2,6.7,1
6.48,4.67,4.13,5,78.4,6.89,4.91,34.84,2,3,5,38.5,7.9,1
9.92,2.4,7.14,8,53.1,5.65,5.09,12.38,1,0,2,106.4,4.5,1
14.52,11.72,3.28,6,33.6,20.11,5.47,6.81,0,1,2,17.7,28.3,2
12.03,8.36,5.86,10,69.1,14.33,9.71,15.29,2,2,5,83.1,25.3,1
12.78,7.17,8.3,10,57.4,14.37,2.89,17.69,2,7,3,20.7,20.2,1
12.35,6.49,4.63,10,44.0,13.32,7.74,16.13,0,8,3,49.7,28.8,1
5.88,5.87,7.5,10,78.7,12.38,5.53,18.23,1,8,5,39.2,8.3,0
10.15,1.51,3.87,5,57.4,11.28,5.45,26.96,2,7,3,84.9,16.0,1
4.52,4.37,5.31,1,75.1,8.18,1.71,17.8,0,7,3,55.6,1.3,1
12.38,4.33,6.97,8,76.4,15.18,10.74,25.76,1,8,5,72.3,25.6,1
3.13,2.23,8.62,8,74.3,8.32,0.45,34.83,2,5,5,103.0,1.1,0
5.22,4.16,6.78,2,88.9,11.14,0.91,27.17,1,6,3,102.3,0.0,1
7.49,2.71,8.73,9,78.2,6.28,2.46,17.24,1,4,4,29.7,0.0,0
5.35,2.81,6.69,1,45.4,8.11,0.0,27.12,1,0,2,49.4,13.0,1
13.99,11.39,5.02,8,49.3,11.06,7.31,10.7,0,0,3,72.7,24.3,2
14.17,7.25,5.64,2,62.2,14.38,2.14,20.96,0,7,3,59.5,3.6,1
5.24,1.58,4.18,9,31.5,13.38,0.82,11.36,0,1,2,118.1,5.4,1
12.87,9.24,4.97,0,53.1,17.76,5.37,21.03,1,5,2,54.9,22.0,2
3.47,3.03,4.26,10,75.1,7.82,3.65,23.51,2,5,3,101.9,12.4,1
5.61,5.08,6.46,2,82.5,7.69,1.97,16.81,2,6,4,59.1,1.8,1
9.52,1.42,3.01,8,39.1,6.01,8.22,27.43,1,5,4,37.9,16.8,1
3.48,2.56,3.57,3,77.7,10.77,2.86,22.14,2,5,2,77.7,3.3,1
14.66,11.66,8.95,9,36.4,12.89,7.52,32.75,2,1,4,120.0,25.8,1
10.21,3.41,8.89,4,76.1,10.72,4.24,14.01,0,4,3,108.7,6.1,0
14.9,9.33,7.39,5,29.7,15.25,10.95,12.48,0,2,5,95.1,38.3,1
5.2,2.15,4.89,8,73.2,3.52,7.55,32.21,2,1,2,41.4,11.2,1
13.5,2.02,7.04,1,45.7,14.18,7.71,30.73,2,1,2,86.8,24.4,1
6.71,4.36,5.73,2,88.8,2.17,3.5,28.98,1,1,3,29.5,0.0,1
3.39,1.65,8.13,9,46.6,6.43,6.62,24.94,1,2,1,104.4,19.7,0
7.57,3.21,4.41,8,87.6,4.72,6.66,13.81,0,7,1,1.2,0.6,1
4.93,1.95,3.78,0,78.6,10.2,8.55,39.3,2,8,3,17.0,19.0,1
11.56,7.98,8.7,5,81.1,15.18,7.27,15.52,0,7,5,109.6,12.6,1
3.59,1.64,7.84,8,81.7,8.55,9.4,14.71,0,4,2,60.0,20.1,0
5.93,4.6,4.45,5,53.0,9.15,1.31,27.38,1,8,5,3.9,11.1,1
9.86,5.21,7.74,5,56.3,12.06,3.41,12.09,0,2,2,44.9,8.9,1
6.49,2.39,6.21,3,92.8,10.29,2.07,27.01,0,4,3,15.2,0.0,1
7.27,3.28,3.31,2,104.3,13.49,2.91,9.2,0,6,4,109.2,0.2,1
2.03,1.23,5.04,0,46.1,1.19,2.05,22.91,1,0,5,34.7,3.8,0
4.68,2.5,8.62,9,51.1,5.41,6.14,14.69,1,4,5,66.9,2.2,0
9.88,3.78,4.77,9,78.0,7.26,1.93,21.18,2,8,2,117.1,5.7,1
2.06,1.33,6.16,4,82.4,7.56,7.19,34.46,2,7,2,49.4,7.8,0
5.03,3.38,8.48,3,83.7,10.15,3.67,18.47,2,4,3,91.0,0.0,0
11.74,4.68,3.65,6,76.6,12.67,1.66,18.21,0,7,1,3.0,5.7,1
13.16,2.4,8.42,9,59.2,13.42,9.14,25.04,0,1,2,99.4,28.2,1
11.92,3.35,3.24,5,49.8,0.26,0.0,13.58,0,1,3,47.5,0.0,1
12.45,10.44,5.97,6,56.5,12.7,8.86,6.36,0,7,4,67.0,14.7,1
3.77,2.57,5.39,3,76.6,6.11,5.23,35.31,2,6,2,116.2,11.6,1
2.46,1.68,6.88,10,72.6,8.23,6.63,22.6,2,5,3,19.0,12.6,0
5.27,2.93,6.1,1,97.3,12.05,4.56,14.18,1,8,2,69.7,0.8,1
5.18,3.4,5.54,1,84.7,10.35,1.66,23.21,0,2,5,10.8,4.4,1
10.26,5.16,8.15,4,92.8,19.59,1.03,18.2,1,6,5,29.0,4.5,1
8.28,8.14,5.1,6,91.1,11.99,7.78,19.43,2,4,4,30.4,8.6,1
3.64,3.6,4.85,0,69.2,6.44,3.18,6.59,0,3,3,24.8,7.3,1
4.52,3.42,6.39,7,57.2,6.05,8.91,21.43,0,8,1,23.7,19.8,0
12.4,8.54,7.55,5,84.9,4.85,0.74,26.48,2,5,1,2.7,0.0,1
11.48,6.48,7.69,6,29.9,10.4,6.22,27.47,2,4,5,2.2,24.8,1
15.18,10.54,4.73,1,52.4,8.89,1.7,19.44,2,5,2,79.8,9.3,2
3.63,1.95,8.81,0,84.1,11.32,0.99,8.41,0,8,5,110.8,0.0,0
8.33,4.11,3.94,5,66.0,16.74,9.78,3.75,0,8,5,46.8,14.6,1
4.13,1.55,4.71,4,101.4,10.5,5.97,28.69,1,6,4,61.6,11.3,1
7.43,1.62,8.49,10,70.3,5.18,4.73,14.56,1,6,5,79.7,3.5,0
11.57,9.37,4.76,4,74.3,9.21,1.91,13.06,2,3,2,33.7,0.0,2
6.12,2.1,3.95,2,43.4,0.0,5.47,28.94,2,4,3,101.7,11.3,1
14.7,9.14,6.26,4,52.9,12.27,6.8,15.58,0,8,3,30.0,19.8,2
7.85,7.24,8.96,9,71.1,9.64,6.68,25.32,2,1,4,100.1,18.4,0
5.63,3.0,5.8,9,34.0,5.03,6.31,19.42,0,7,5,50.2,24.5,1
8.95,3.43,8.56,0,45.0,4.26,6.15,13.53,2,1,1,53.9,12.7,0
4.18,3.8,5.6,5,93.5,7.21,13.82,21.42,0,2,2,71.3,15.3,1
14.66,11.99,8.92,0,54.9,11.3,5.49,10.48,0,7,1,31.7,12.1,1
10.48,10.13,6.54,3,64.9,4.35,8.69,29.46,1,4,5,89.3,16.2,1
12.13,9.87,4.74,9,78.1,15.27,7.15,25.54,2,2,1,79.9,13.3,2
7.95,2.06,7.84,7,59.0,9.81,9.49,32.36,1,6,2,88.1,23.1,0
12.65,6.29,8.59,2,35.0,9.17,3.53,10.99,1,8,5,96.7,9.4,1
10.27,1.65,3.16,4,37.4,6.57,0.0,25.71,0,6,5,40.7,4.2,1
12.8,4.86,7.87,3,60.5,21.64,10.51,14.75,0,4,3,80.2,28.8,1
8.12,3.87,3.82,1,60.4,12.47,5.7,14.92,0,7,4,49.8,13.2,1
7.63,6.61,5.08,0,38.0,13.17,1.07,13.07,0,7,2,50.0,1.7,1
13.79,7.42,3.37,7,68.5,12.28,9.38,26.86,2,8,2,2.3,23.1,2
11.2,5.48,3.27,4,60.0,10.54,10.97,9.09,1,8,3,98.1,26.0,2
2.18,1.82,5.51,2,88.4,9.6,3.55,18.54,1,6,3,67.2,0.0,0
14.81,2.87,7.9,9,66.8,15.09,0.0,14.07,2,3,2,21.0,6.6,1
10.38,5.72,3.31,0,91.4,9.26,7.64,21.22,0,2,3,104.6,10.8,2
4.07,2.31,4.17,7,52.8,3.62,8.37,25.44,2,0,5,68.5,17.0,1
10.61,8.96,3.95,0,64.3,14.26,5.93,7.58,0,6,2,12.9,12.1,2
13.16,1.69,7.12,0,58.4,10.36,3.71,18.48,0,6,3,93.8,12.3,1
13.54,1.06,6.39,4,20.0,13.01,7.54,19.91,2,8,3,1.4,32.6,1
10.29,7.84,6.43,10,64.5,16.38,3.92,15.79,1,3,4,86.5,18.0,1
12.57,8.14,6.82,10,53.5,13.32,6.64,35.76,1,2,1,77.1,31.4,1
10.75,1.94,8.71,0,68.4,6.02,4.96,24.15,0,0,1,69.4,7.6,1
6.01,2.84,3.5,0,48.3,13.35,0.0,31.06,2,2,3,104.6,10.2,1
9.25,4.15,6.39,5,42.9,3.38,5.1,11.66,0,1,1,84.3,4.9,1
7.95,3.9,6.98,5,70.5,11.47,5.55,25.48,0,1,1,42.9,14.5,1
6.14,3.99,8.67,7,47.2,9.65,5.1,11.55,2,8,2,31.9,13.5,0
11.24,9.56,7.31,6,90.6,14.04,8.64,21.26,0,4,1,47.9,23.6,1
2.99,1.97,7.21,4,63.3,0.0,2.48,33.49,2,6,2,111.7,7.0,0
8.9,3.1,7.23,6,41.8,17.54,9.83,5.76,0,6,4,30.1,21.6,1
14.32,11.57,8.36,10,60.1,12.42,9.71,13.25,1,6,4,30.3,23.6,1
8.65,7.07,5.16,7,46.7,11.58,4.15,32.44,1,8,5,49.1,26.6,1
8.96,2.07,5.98,10,41.2,6.39,1.55,21.11,1,2,1,115.2,8.6,1
4.41,1.92,4.71,6,44.8,12.47,7.42,37.85,1,2,5,0.7,21.6,0
3.6,2.75,7.21,7,43.6,14.08,4.38,30.19,2,7,3,48.5,17.8,0
14.98,5.13,4.45,9,24.3,12.22,6.64,8.96,2,2,5,76.1,26.5,1
6.08,5.18,5.71,10,100.4,5.22,2.19,19.46,1,6,3,88.1,0.0,1
3.41,2.19,7.14,1,81.6,14.27,4.39,26.9,1,4,5,64.1,15.6,0
12.04,10.64,4.3,2,53.5,8.03,1.36,19.2,2,7,1,5.4,0.9,2
4.04,1.88,4.86,4,53.7,7.51,4.46,32.83,2,4,1,112.2,18.0,1
10.53,5.45,6.76,1,75.7,15.85,6.16,22.41,1,3,1,31.8,16.1,1
9.07,7.04,3.83,9,79.2,6.86,9.84,12.5,1,0,1,108.5,22.8,1
13.0,11.42,5.14,3,73.1,19.27,4.95,20.31,0,5,1,52.9,22.7,2
4.96,3.5,8.86,1,64.1,8.87,0.0,15.58,1,3,1,39.0,0.0,0
9.85,3.02,7.93,9,78.0,11.18,6.02,21.67,0,6,3,65.6,11.6,0
2.97,2.58,7.85,4,71.7,8.78,4.25,23.53,2,2,3,105.2,0.9,0
7.26,4.35,8.26,7,74.6,7.81,10.02,29.77,2,8,3,76.1,16.2,1
9.55,2.1,6.16,2,41.6,11.94,3.45,10.63,1,0,5,6.5,13.9,1
11.82,1.57,3.36,6,25.0,13.44,9.57,42.34,1,4,2,70.0,38.2,1
12.88,4.14,8.07,9,41.6,13.92,6.57,2.27,0,3,4,0.1,21.1,1
3.46,1.58,5.28,3,70.7,7.47,5.45,11.26,0,7,3,42.6,4.2,1
13.55,4.35,8.94,1,25.6,18.7,0.0,21.56,1,5,5,82.8,19.8,1
14.85,9.97,8.87,2,50.2,17.3,5.49,17.23,0,0,4,12.0,12.0,1
2.61,1.56,4.08,10,86.4,3.52,4.37,23.0,1,5,2,4.7,0.4,0
15.42,2.56,4.83,0,41.4,11.72,0.0,25.36,1,6,3,34.2,1.0,1
15.71,2.9,5.14,1,81.7,11.24,0.21,0.0,0,8,1,4.1,0.0,1
6.84,3.03,5.81,1,55.5,0.0,1.7,25.12,0,1,2,29.8,3.2,1
9.1,7.37,8.29,3,63.9,12.1,9.47,2.8,0,3,1,99.0,16.9,1
2.86,1.1,5.28,5,46.2,4.52,3.79,29.36,2,2,1,1.7,6.6,0
2.96,2.0,5.73,7,72.5,4.12,0.0,19.82,2,4,2,29.0,0.0,0
